NPRODUCTO,CONCURSO,F1,F2,F3,F4,F5,F6,F7,F8,BOLSA,FECHA
20,1707,5,4,2,1,5,5,1,1,300000,28/09/2017
20,1706,5,3,3,5,2,5,3,3,305000,26/09/2017
20,1705,4,5,4,1,4,5,3,4,304000,23/09/2017
20,1704,2,2,3,5,2,1,2,3,303000,21/09/2017
20,1703,3,1,4,5,2,2,3,2,0,19/09/2017
20,1702,4,2,5,1,2,3,1,1,301000,16/09/2017
20,1701,2,4,4,3,4,3,1,2,300000,14/09/2017
20,1700,4,1,4,4,1,3,4,5,1050000,12/09/2017
20,1699,1,4,2,5,1,5,1,3,990000,09/09/2017
20,1698,4,3,5,3,1,2,3,2,930000,07/09/2017
20,1697,3,2,2,2,1,2,2,4,870000,05/09/2017
20,1696,4,2,3,3,3,2,2,3,820000,02/09/2017
20,1695,3,2,1,1,5,3,3,2,770000,31/08/2017
20,1694,4,1,3,1,3,1,2,2,730000,29/08/2017
20,1693,4,1,4,4,5,4,1,2,680000,26/08/2017
20,1692,5,4,4,5,4,5,2,5,630000,24/08/2017
20,1691,2,5,2,3,3,4,1,3,600000,22/08/2017
20,1690,1,2,4,5,5,1,3,1,550000,19/08/2017
20,1689,1,5,2,5,4,5,4,3,510000,17/08/2017
20,1688,1,1,5,4,5,1,5,5,470000,15/08/2017
20,1687,3,2,5,4,2,4,5,5,430000,12/08/2017
20,1686,3,4,2,2,3,5,4,4,400000,10/08/2017
20,1685,3,5,1,4,3,2,2,5,360000,08/08/2017
20,1684,2,4,1,3,2,1,4,5,320000,05/08/2017
20,1683,4,5,5,4,5,5,1,2,307000,03/08/2017
20,1682,4,2,1,2,3,5,3,4,306000,01/08/2017
20,1681,2,2,4,3,1,5,4,1,305000,29/07/2017
20,1680,2,4,5,5,1,4,3,3,304000,27/07/2017
20,1679,4,3,5,2,5,3,1,1,303000,25/07/2017
20,1678,4,3,4,3,1,1,1,1,302000,22/07/2017
20,1677,4,3,4,1,2,1,1,2,301000,20/07/2017
20,1676,3,2,4,1,5,3,4,3,300000,18/07/2017
20,1675,2,5,2,4,2,1,5,4,360000,15/07/2017
20,1674,5,5,3,4,4,2,4,1,330000,13/07/2017
20,1673,1,1,5,4,1,3,1,2,307000,11/07/2017
20,1672,1,3,4,2,3,5,1,5,306000,08/07/2017
20,1671,2,4,2,3,3,4,1,1,305000,06/07/2017
20,1670,4,3,5,5,3,2,3,4,304000,04/07/2017
20,1669,4,3,3,4,3,3,3,4,303000,01/07/2017
20,1668,1,2,1,5,4,1,3,2,302000,29/06/2017
20,1667,5,2,3,1,3,4,5,5,301000,27/06/2017
20,1666,1,1,2,3,4,5,1,2,300000,24/06/2017
20,1665,4,4,1,5,5,1,2,1,302000,22/06/2017
20,1664,4,3,5,5,3,4,3,3,301000,20/06/2017
20,1663,3,2,1,5,4,1,3,2,300000,17/06/2017
20,1662,1,5,4,5,4,1,3,1,302000,15/06/2017
20,1661,1,5,2,1,1,2,2,4,301000,13/06/2017
20,1660,5,1,3,2,4,4,5,1,300000,10/06/2017
20,1659,4,3,4,5,5,4,3,1,800000,08/06/2017
20,1658,5,1,3,3,5,3,3,5,750000,06/06/2017
20,1657,5,1,2,5,2,5,4,2,700000,03/06/2017
20,1656,1,4,4,1,5,5,3,1,650000,01/06/2017
20,1655,2,2,4,4,4,1,3,5,600000,30/05/2017
20,1654,4,4,2,4,5,3,1,5,560000,27/05/2017
20,1653,1,2,3,3,5,2,1,3,520000,25/05/2017
20,1652,2,5,1,2,2,5,2,4,480000,23/05/2017
20,1651,4,2,1,5,4,1,1,1,450000,20/05/2017
20,1650,3,5,5,5,4,5,4,2,400000,18/05/2017
20,1649,5,3,5,3,1,3,3,5,360000,16/05/2017
20,1648,3,1,5,2,1,4,5,4,330000,13/05/2017
20,1647,5,4,3,3,5,3,4,3,307000,11/05/2017
20,1646,1,5,5,3,5,2,3,5,306000,09/05/2017
20,1645,5,2,5,2,4,1,2,1,305000,06/05/2017
20,1644,5,5,5,1,2,1,4,2,304000,04/05/2017
20,1643,1,3,2,5,2,5,4,2,303000,02/05/2017
20,1642,5,5,2,4,3,3,2,1,302000,29/04/2017
20,1641,4,3,5,4,1,5,2,3,301000,27/04/2017
20,1640,1,5,2,2,3,5,2,4,300000,25/04/2017
20,1639,3,4,3,4,2,2,2,1,380000,22/04/2017
20,1638,3,1,1,4,5,4,2,1,340000,20/04/2017
20,1637,2,1,1,4,5,3,3,5,307000,18/04/2017
20,1636,4,2,5,1,4,5,5,5,306000,15/04/2017
20,1635,5,1,3,4,1,3,2,5,305000,13/04/2017
20,1634,5,5,5,1,2,3,1,5,304000,11/04/2017
20,1633,5,3,1,1,1,4,3,4,303000,08/04/2017
20,1632,4,3,5,5,5,2,3,3,302000,06/04/2017
20,1631,3,5,3,4,5,3,2,5,301000,04/04/2017
20,1630,5,3,2,2,4,1,2,1,300000,01/04/2017
20,1629,4,5,1,5,3,4,2,3,1330000,30/03/2017
20,1628,4,2,2,3,5,1,2,4,1260000,28/03/2017
20,1627,4,2,3,5,2,1,2,3,1200000,25/03/2017
20,1626,1,3,1,4,2,2,2,5,1120000,23/03/2017
20,1625,2,1,4,1,3,4,4,2,1060000,21/03/2017
20,1624,4,4,5,4,3,2,2,3,1000000,18/03/2017
20,1623,4,5,4,5,1,1,3,5,940000,16/03/2017
20,1622,4,2,5,2,4,4,4,4,880000,14/03/2017
20,1621,1,5,3,1,5,2,3,3,830000,11/03/2017
20,1620,5,2,5,3,2,4,2,1,780000,09/03/2017
20,1619,4,5,1,3,2,5,4,1,730000,07/03/2017
20,1618,4,1,2,4,1,3,4,4,680000,04/03/2017
20,1617,1,5,4,2,2,2,2,5,630000,02/03/2017
20,1616,1,5,4,2,2,5,1,4,590000,28/02/2017
20,1615,1,2,2,3,1,3,3,4,550000,25/02/2017
20,1614,3,5,4,3,1,3,1,4,510000,23/02/2017
20,1613,4,1,2,2,4,3,4,2,470000,21/02/2017
20,1612,4,4,4,2,1,2,5,2,430000,18/02/2017
20,1611,5,3,1,2,4,5,1,2,390000,16/02/2017
20,1610,1,5,5,5,4,5,4,3,360000,14/02/2017
20,1609,4,1,2,2,5,3,4,2,320000,11/02/2017
20,1608,4,3,1,2,2,1,5,1,307000,09/02/2017
20,1607,5,5,1,4,3,3,3,5,306000,07/02/2017
20,1606,4,1,3,5,3,3,1,3,305000,04/02/2017
20,1605,5,2,3,4,1,5,2,1,304000,02/02/2017
20,1604,1,1,4,5,4,4,2,5,303000,31/01/2017
20,1603,3,3,1,1,2,3,3,2,302000,28/01/2017
20,1602,2,2,5,1,1,4,2,4,301000,26/01/2017
20,1601,3,2,5,5,3,1,2,4,300000,24/01/2017
20,1600,4,4,1,3,3,5,1,4,302000,21/01/2017
20,1599,5,5,3,4,3,5,2,5,301000,19/01/2017
20,1598,3,5,2,4,1,4,3,1,300000,17/01/2017
20,1597,5,5,4,4,4,2,3,3,620000,14/01/2017
20,1596,2,5,3,4,5,4,3,1,570000,12/01/2017
20,1595,3,2,4,4,5,3,4,1,530000,10/01/2017
20,1594,3,4,3,2,5,3,1,4,490000,07/01/2017
20,1593,4,1,1,5,5,5,3,4,450000,05/01/2017
20,1592,5,1,2,2,4,3,2,1,420000,03/01/2017
20,1591,1,3,2,4,4,2,1,2,380000,31/12/2016
20,1590,2,5,3,5,3,1,1,1,330000,29/12/2016
20,1589,2,4,4,3,3,4,4,1,307000,27/12/2016
20,1588,1,3,3,4,3,3,1,5,306000,24/12/2016
20,1587,3,4,5,4,5,1,4,1,305000,22/12/2016
20,1586,3,2,2,3,2,5,2,2,304000,20/12/2016
20,1585,4,5,3,2,4,2,1,3,303000,17/12/2016
20,1584,4,5,4,3,5,4,2,1,302000,15/12/2016
20,1583,2,3,4,3,4,4,5,4,301000,13/12/2016
20,1582,4,2,4,1,2,5,2,1,300000,10/12/2016
20,1581,2,3,5,1,2,4,2,5,450000,08/12/2016
20,1580,5,1,2,1,5,1,4,1,410000,06/12/2016
20,1579,5,4,2,1,1,2,2,5,370000,03/12/2016
20,1578,4,3,4,5,1,2,3,4,330000,01/12/2016
20,1577,3,1,4,5,5,4,4,3,307000,29/11/2016
20,1576,3,3,3,1,4,4,4,5,306000,26/11/2016
20,1575,3,3,5,1,4,2,4,5,305000,24/11/2016
20,1574,1,5,1,5,4,5,3,5,304000,22/11/2016
20,1573,5,4,4,5,3,3,3,1,303000,19/11/2016
20,1572,1,5,5,5,1,2,2,2,302000,17/11/2016
20,1571,4,3,5,1,4,5,3,3,301000,15/11/2016
20,1570,5,3,1,4,2,3,4,2,300000,12/11/2016
20,1569,1,1,5,4,3,5,1,3,302000,10/11/2016
20,1568,3,5,3,1,5,4,3,2,301000,08/11/2016
20,1567,3,4,1,3,3,4,2,3,300000,05/11/2016
20,1566,2,5,1,2,2,3,5,4,510000,03/11/2016
20,1565,3,1,3,2,3,4,3,5,470000,01/11/2016
20,1564,2,5,4,3,2,3,5,5,430000,29/10/2016
20,1563,5,2,1,1,5,3,1,2,400000,27/10/2016
20,1562,2,1,1,4,4,2,4,3,360000,25/10/2016
20,1561,3,5,1,2,2,2,4,1,320000,22/10/2016
20,1560,5,5,2,3,5,3,5,5,307000,20/10/2016
20,1559,3,2,3,3,2,2,5,3,306000,18/10/2016
20,1558,2,5,5,5,2,4,4,5,305000,15/10/2016
20,1557,2,1,3,4,3,2,4,5,304000,13/10/2016
20,1556,5,5,2,1,4,1,4,5,303000,11/10/2016
20,1555,1,3,1,3,2,1,4,3,302000,08/10/2016
20,1554,5,1,2,4,1,4,5,3,301000,06/10/2016
20,1553,3,1,5,1,1,2,4,2,300000,04/10/2016
20,1552,5,5,5,2,4,5,5,4,302000,01/10/2016
20,1551,2,5,4,2,2,3,4,2,301000,29/09/2016
20,1550,4,1,2,5,4,4,3,2,300000,27/09/2016
20,1549,4,5,1,4,4,5,3,4,301000,24/09/2016
20,1548,3,4,2,5,2,4,5,4,300000,22/09/2016
20,1547,2,5,2,1,1,3,5,2,300000,20/09/2016
20,1546,1,2,1,5,3,3,2,5,305000,17/09/2016
20,1545,3,5,4,5,2,3,4,4,304000,15/09/2016
20,1544,2,3,4,5,3,3,4,4,303000,13/09/2016
20,1543,4,1,5,3,3,4,4,1,302000,10/09/2016
20,1542,4,3,2,4,4,5,5,4,301000,08/09/2016
20,1541,5,4,1,2,4,5,3,3,300000,06/09/2016
20,1540,2,4,3,4,5,1,2,3,730000,03/09/2016
20,1539,3,2,3,4,2,2,3,1,690000,01/09/2016
20,1538,2,1,3,4,5,4,4,5,640000,30/08/2016
20,1537,2,2,1,1,2,5,4,4,600000,27/08/2016
20,1536,2,1,2,1,2,2,3,5,560000,25/08/2016
20,1535,1,5,1,3,5,5,2,3,520000,23/08/2016
20,1534,4,4,4,5,1,1,5,3,480000,20/08/2016
20,1533,3,3,1,1,3,5,4,1,440000,18/08/2016
20,1532,5,3,4,5,2,2,5,1,400000,16/08/2016
20,1531,5,5,4,3,2,5,1,4,360000,13/08/2016
20,1530,3,1,2,1,1,2,2,1,330000,11/08/2016
20,1529,3,1,5,5,5,1,1,5,307000,09/08/2016
20,1528,3,1,3,2,3,2,5,4,306000,06/08/2016
20,1527,5,1,2,3,2,4,4,1,305000,04/08/2016
20,1526,4,3,4,3,2,1,4,2,304000,02/08/2016
20,1525,1,4,4,1,1,4,4,2,303000,30/07/2016
20,1524,1,4,1,1,1,1,2,5,302000,28/07/2016
20,1523,2,3,2,5,2,1,1,1,301000,26/07/2016
20,1522,2,5,4,1,4,1,2,3,300000,23/07/2016
20,1521,5,2,3,4,1,2,4,2,330000,21/07/2016
20,1520,3,2,4,1,5,2,1,2,307000,19/07/2016
20,1519,4,2,3,4,3,1,1,2,306000,16/07/2016
20,1518,4,1,1,5,1,2,5,5,305000,14/07/2016
20,1517,1,5,4,5,5,2,5,2,304000,12/07/2016
20,1516,4,2,3,2,3,1,3,3,303000,09/07/2016
20,1515,3,2,2,4,2,2,4,2,302000,07/07/2016
20,1514,2,4,4,2,3,4,5,4,301000,05/07/2016
20,1513,5,1,2,5,2,5,4,1,300000,02/07/2016
20,1512,4,5,3,5,5,4,2,2,304000,30/06/2016
20,1511,4,1,2,4,4,2,4,5,303000,28/06/2016
20,1510,3,4,5,5,4,5,2,2,302000,25/06/2016
20,1509,2,5,3,2,3,4,4,4,301000,23/06/2016
20,1508,3,4,3,1,3,5,3,4,300000,21/06/2016
20,1507,1,4,1,3,1,3,2,3,300000,18/06/2016
20,1506,1,4,2,4,5,4,3,5,950000,16/06/2016
20,1505,2,4,3,1,5,3,2,2,900000,14/06/2016
20,1504,4,3,2,3,1,1,5,1,850000,11/06/2016
20,1503,5,1,3,2,2,1,5,1,800000,09/06/2016
20,1502,1,4,1,5,1,4,2,5,750000,07/06/2016
20,1501,5,2,5,1,3,4,4,5,700000,04/06/2016
20,1500,4,4,2,4,2,3,5,5,650000,02/06/2016
20,1499,3,4,4,3,4,3,4,4,610000,31/05/2016
20,1498,2,3,3,5,4,4,3,1,570000,28/05/2016
20,1497,4,1,1,2,4,1,5,3,530000,26/05/2016
20,1496,4,4,1,5,5,2,3,1,490000,24/05/2016
20,1495,5,2,2,2,2,4,2,4,450000,21/05/2016
20,1494,3,4,5,1,2,2,5,1,410000,19/05/2016
20,1493,2,3,4,5,5,3,2,5,370000,17/05/2016
20,1492,4,3,5,1,3,1,1,1,330000,14/05/2016
20,1491,5,5,5,2,1,5,1,5,307000,12/05/2016
20,1490,3,3,4,3,3,5,4,4,306000,10/05/2016
20,1489,2,5,5,2,2,3,4,5,305000,07/05/2016
20,1488,3,5,5,1,5,4,3,5,304000,05/05/2016
20,1487,2,4,2,4,4,3,3,4,303000,03/05/2016
20,1486,5,2,3,1,5,4,1,1,302000,30/04/2016
20,1485,1,4,3,2,2,5,2,3,301000,28/04/2016
20,1484,2,3,4,2,5,3,1,5,300000,26/04/2016
20,1483,3,3,1,5,5,4,3,4,370000,23/04/2016
20,1482,3,5,5,2,3,4,1,4,330000,21/04/2016
20,1481,5,5,1,1,5,2,3,2,315000,19/04/2016
20,1480,1,1,3,2,2,2,2,4,314000,16/04/2016
20,1479,5,5,2,2,3,1,3,5,313000,14/04/2016
20,1478,2,2,4,5,1,5,5,4,312000,12/04/2016
20,1477,2,2,4,2,3,3,2,3,311000,09/04/2016
20,1476,2,4,2,1,5,1,2,1,310000,07/04/2016
20,1475,3,5,1,1,4,3,1,1,300000,05/04/2016
20,1474,1,2,2,3,4,2,1,2,1700000,02/04/2016
20,1473,5,2,3,1,1,3,1,1,1610000,31/03/2016
20,1472,5,4,2,5,5,3,3,4,1540000,29/03/2016
20,1471,4,1,4,5,3,4,3,1,1460000,26/03/2016
20,1470,1,1,2,1,3,1,3,3,1400000,24/03/2016
20,1469,2,4,4,2,3,5,1,1,1330000,22/03/2016
20,1468,3,4,2,1,4,3,2,4,1270000,19/03/2016
20,1467,5,4,2,2,1,4,4,1,1200000,17/03/2016
20,1466,4,1,5,1,1,3,2,1,1120000,15/03/2016
20,1465,5,3,2,5,1,4,4,5,1060000,12/03/2016
20,1464,3,3,1,4,5,1,1,4,1000000,10/03/2016
20,1463,3,1,2,2,2,5,3,2,950000,08/03/2016
20,1462,1,5,5,2,5,5,3,4,900000,05/03/2016
20,1461,3,1,3,1,4,5,5,3,850000,03/03/2016
20,1460,3,4,5,4,1,1,3,3,790000,01/03/2016
20,1459,4,4,2,4,5,3,5,2,750000,27/02/2016
20,1458,4,3,1,3,5,3,1,2,700000,25/02/2016
20,1457,4,3,1,3,1,3,3,1,650000,23/02/2016
20,1456,5,2,1,5,1,1,4,5,610000,20/02/2016
20,1455,5,3,2,2,1,1,1,3,570000,18/02/2016
20,1454,5,1,1,4,1,2,4,1,530000,16/02/2016
20,1453,2,5,3,1,4,1,3,1,490000,13/02/2016
20,1452,3,5,4,1,3,5,4,2,450000,11/02/2016
20,1451,4,4,4,5,4,2,3,2,410000,09/02/2016
20,1450,1,3,5,1,4,3,2,2,390000,06/02/2016
20,1449,4,1,3,1,5,4,5,2,380000,04/02/2016
20,1448,4,5,4,1,2,5,5,3,370000,02/02/2016
20,1447,1,2,3,3,1,3,5,5,360000,30/01/2016
20,1446,4,4,4,4,5,5,4,5,350000,28/01/2016
20,1445,1,4,4,1,3,3,3,4,340000,26/01/2016
20,1444,1,5,5,3,4,5,1,3,330000,23/01/2016
20,1443,2,2,5,1,2,1,2,5,320000,21/01/2016
20,1442,1,3,1,2,1,1,2,2,310000,19/01/2016
20,1441,1,1,1,3,1,4,2,4,300000,16/01/2016
20,1440,5,3,1,2,2,1,5,2,310000,14/01/2016
20,1439,3,2,2,1,1,4,5,1,300000,12/01/2016
20,1438,4,2,3,5,4,1,1,2,320000,09/01/2016
20,1437,2,5,1,1,2,5,4,5,310000,07/01/2016
20,1436,3,5,3,4,2,2,1,2,300000,05/01/2016
20,1435,1,3,2,1,5,4,4,1,1030000,02/01/2016
20,1434,2,2,3,2,3,2,1,1,980000,31/12/2015
20,1433,4,2,5,2,4,5,2,4,930000,29/12/2015
20,1432,4,2,3,2,2,4,2,1,900000,26/12/2015
20,1431,1,1,5,2,1,5,3,5,830000,24/12/2015
20,1430,5,4,4,2,2,3,3,4,780000,22/12/2015
20,1429,4,2,1,4,4,2,3,4,750000,19/12/2015
20,1428,3,4,5,4,2,2,1,2,700000,17/12/2015
20,1427,2,5,3,1,2,4,1,3,650000,15/12/2015
20,1426,5,5,4,2,5,5,4,2,610000,12/12/2015
20,1425,3,4,2,3,4,4,2,1,570000,10/12/2015
20,1424,1,2,2,4,3,5,1,1,520000,08/12/2015
20,1423,4,4,4,1,2,5,4,4,480000,05/12/2015
20,1422,2,1,1,2,3,5,3,4,450000,03/12/2015
20,1421,1,1,3,1,4,2,4,3,410000,01/12/2015
20,1420,5,4,1,5,3,4,3,4,400000,28/11/2015
20,1419,5,4,4,4,3,5,3,4,390000,26/11/2015
20,1418,3,5,1,1,1,3,5,4,380000,24/11/2015
20,1417,2,3,2,2,1,3,4,2,370000,21/11/2015
20,1416,3,1,2,2,2,4,1,2,360000,19/11/2015
20,1415,4,4,4,3,4,1,4,3,350000,17/11/2015
20,1414,2,4,3,1,3,5,3,5,340000,14/11/2015
20,1413,1,3,3,2,1,3,4,1,330000,12/11/2015
20,1412,4,4,4,5,5,2,4,2,320000,10/11/2015
20,1411,4,4,1,5,1,1,1,3,310000,07/11/2015
20,1410,3,5,1,5,4,2,1,3,300000,05/11/2015
20,1409,1,2,1,1,3,3,4,1,340000,03/11/2015
20,1408,1,1,4,1,1,4,2,2,330000,31/10/2015
20,1407,3,1,5,3,3,1,1,3,320000,29/10/2015
20,1406,5,5,5,5,1,2,3,3,310000,27/10/2015
20,1405,4,4,3,4,2,5,2,2,300000,24/10/2015
20,1404,3,2,1,2,2,3,5,5,360000,22/10/2015
20,1403,3,5,1,2,5,4,2,3,350000,20/10/2015
20,1402,5,2,5,5,3,5,1,3,340000,17/10/2015
20,1401,2,3,2,5,5,1,2,1,330000,15/10/2015
20,1400,3,1,3,1,3,4,2,5,320000,13/10/2015
20,1399,2,4,5,1,5,4,5,1,310000,10/10/2015
20,1398,2,2,2,3,1,4,5,2,300000,08/10/2015
20,1397,5,4,4,4,3,4,1,3,300000,06/10/2015
20,1396,4,3,4,3,3,3,2,3,840000,03/10/2015
20,1395,4,5,1,4,2,3,5,1,800000,01/10/2015
20,1394,5,1,5,5,5,2,1,4,750000,29/09/2015
20,1393,1,4,5,5,3,4,3,3,710000,26/09/2015
20,1392,1,3,5,2,3,1,1,5,670000,24/09/2015
20,1391,1,2,2,5,2,2,3,2,630000,22/09/2015
20,1390,3,1,2,3,3,3,5,1,590000,19/09/2015
20,1389,1,4,4,4,4,5,5,5,550000,17/09/2015
20,1388,5,4,2,3,5,3,4,2,520000,15/09/2015
20,1387,3,4,2,3,5,3,1,4,490000,12/09/2015
20,1386,2,3,5,5,1,2,4,1,450000,10/09/2015
20,1385,3,5,3,4,3,3,1,1,430000,08/09/2015
20,1384,1,1,3,4,4,1,5,4,420000,05/09/2015
20,1383,4,4,4,4,4,2,5,2,410000,03/09/2015
20,1382,1,5,1,4,3,5,2,1,400000,01/09/2015
20,1381,1,4,5,4,3,1,5,4,390000,29/08/2015
20,1380,2,4,3,3,1,5,5,2,380000,27/08/2015
20,1379,5,3,1,5,1,3,3,5,370000,25/08/2015
20,1378,3,1,1,3,2,5,5,4,360000,22/08/2015
20,1377,2,4,4,2,5,5,5,4,350000,20/08/2015
20,1376,3,3,5,1,2,1,1,2,340000,18/08/2015
20,1375,3,1,3,4,3,4,1,1,330000,15/08/2015
20,1374,3,1,1,5,1,5,5,1,320000,13/08/2015
20,1373,1,2,2,2,5,5,4,4,310000,11/08/2015
20,1372,3,5,4,5,1,3,5,5,300000,08/08/2015
20,1371,2,5,4,5,4,3,2,2,380000,06/08/2015
20,1370,1,5,4,3,5,5,2,5,370000,04/08/2015
20,1369,2,4,1,4,3,2,2,5,360000,01/08/2015
20,1368,2,1,3,3,5,3,3,4,350000,30/07/2015
20,1367,3,2,3,5,2,2,4,1,340000,28/07/2015
20,1366,2,2,5,4,4,5,2,2,330000,25/07/2015
20,1365,3,5,3,2,5,4,3,3,320000,23/07/2015
20,1364,4,4,4,2,2,1,1,2,310000,21/07/2015
20,1363,5,4,2,1,3,1,1,5,300000,18/07/2015
20,1362,3,2,3,4,3,1,1,2,350000,16/07/2015
20,1361,1,2,5,1,5,3,4,3,340000,14/07/2015
20,1360,2,3,4,1,1,4,3,1,330000,11/07/2015
20,1359,3,1,3,5,2,2,4,2,320000,09/07/2015
20,1358,5,5,1,4,3,4,4,5,310000,07/07/2015
20,1357,4,4,1,2,4,1,5,2,300000,04/07/2015
20,1356,4,2,1,1,1,3,2,3,870000,02/07/2015
20,1355,4,1,5,3,1,3,3,3,820000,30/06/2015
20,1354,5,2,4,5,1,3,2,1,780000,27/06/2015
20,1353,4,2,2,3,3,5,2,5,740000,25/06/2015
20,1352,4,4,1,4,5,5,4,5,700000,23/06/2015
20,1351,4,2,3,2,5,5,1,5,660000,20/06/2015
20,1350,3,2,4,1,4,5,5,4,620000,18/06/2015
20,1349,5,3,4,1,5,5,2,3,580000,16/06/2015
20,1348,5,2,5,4,2,4,3,4,550000,13/06/2015
20,1347,1,4,5,3,1,1,1,2,510000,11/06/2015
20,1346,2,4,3,2,1,1,1,2,480000,09/06/2015
20,1345,1,5,1,1,1,4,5,5,450000,06/06/2015
20,1344,3,1,4,3,2,3,3,4,430000,04/06/2015
20,1343,2,1,1,1,4,1,4,4,420000,02/06/2015
20,1342,2,5,3,4,1,4,4,1,410000,30/05/2015
20,1341,5,4,3,5,3,4,4,4,400000,28/05/2015
20,1340,3,2,4,4,5,2,5,4,390000,26/05/2015
20,1339,3,4,2,3,4,2,4,5,380000,23/05/2015
20,1338,3,1,4,2,5,2,4,2,370000,21/05/2015
20,1337,5,2,3,4,5,2,4,4,360000,19/05/2015
20,1336,4,2,3,1,3,3,5,1,350000,16/05/2015
20,1335,2,4,5,3,1,1,4,4,340000,14/05/2015
20,1334,1,2,5,5,5,1,4,1,330000,12/05/2015
20,1333,5,4,4,4,5,5,5,1,320000,09/05/2015
20,1332,2,2,4,4,4,1,3,4,310000,07/05/2015
20,1331,3,4,2,5,3,4,1,1,300000,05/05/2015
20,1330,1,1,2,4,1,4,5,5,490000,02/05/2015
20,1329,5,5,1,1,1,4,5,3,460000,30/04/2015
20,1328,3,1,4,4,1,1,1,2,440000,28/04/2015
20,1327,1,1,1,3,5,4,1,2,430000,25/04/2015
20,1326,5,4,1,1,3,5,3,4,420000,23/04/2015
20,1325,3,1,2,2,3,2,2,3,410000,21/04/2015
20,1324,1,4,3,3,2,5,1,5,400000,18/04/2015
20,1323,1,4,2,2,3,4,4,3,390000,16/04/2015
20,1322,2,2,3,5,1,5,4,3,380000,14/04/2015
20,1321,3,3,5,1,3,1,5,1,370000,11/04/2015
20,1320,4,5,4,3,2,5,1,2,360000,09/04/2015
20,1319,5,4,1,2,4,3,2,3,350000,07/04/2015
20,1318,4,3,5,2,2,3,3,1,340000,04/04/2015
20,1317,5,2,5,3,4,1,1,4,330000,02/04/2015
20,1316,1,4,1,5,2,3,5,3,320000,31/03/2015
20,1315,1,5,5,5,2,2,4,3,310000,28/03/2015
20,1314,2,3,2,5,5,5,4,4,300000,26/03/2015
20,1313,3,1,2,3,3,1,5,5,390000,24/03/2015
20,1312,5,4,4,1,4,2,5,5,380000,21/03/2015
20,1311,1,2,3,1,1,5,2,4,370000,19/03/2015
20,1310,4,4,1,4,5,3,2,1,360000,17/03/2015
20,1309,1,4,3,1,3,1,4,4,350000,14/03/2015
20,1308,3,4,4,5,2,3,4,4,340000,12/03/2015
20,1307,5,4,3,1,3,4,2,3,330000,10/03/2015
20,1306,3,3,4,2,2,2,1,5,320000,07/03/2015
20,1305,3,1,2,5,2,5,1,3,310000,05/03/2015
20,1304,4,5,1,3,4,1,4,3,300000,03/03/2015
20,1303,2,5,4,1,3,1,1,3,370000,28/02/2015
20,1302,2,2,3,5,4,5,2,4,360000,26/02/2015
20,1301,4,5,5,1,1,3,4,3,350000,24/02/2015
20,1300,4,4,3,4,1,1,4,3,340000,21/02/2015
20,1299,1,3,4,3,3,1,2,1,330000,19/02/2015
20,1298,5,1,3,3,3,3,2,4,320000,17/02/2015
20,1297,3,2,3,1,1,4,3,3,310000,14/02/2015
20,1296,3,4,2,2,3,5,2,3,300000,12/02/2015
20,1295,3,3,5,3,4,5,1,3,350000,10/02/2015
20,1294,2,2,5,5,5,2,1,1,340000,07/02/2015
20,1293,4,1,4,4,1,3,5,5,330000,05/02/2015
20,1292,4,3,2,3,3,1,5,5,320000,03/02/2015
20,1291,3,2,2,1,1,4,2,5,310000,31/01/2015
20,1290,5,3,1,2,2,5,3,1,300000,29/01/2015
20,1289,3,5,3,4,3,5,5,3,410000,27/01/2015
20,1288,1,4,4,1,1,1,1,2,400000,24/01/2015
20,1287,3,4,3,1,5,3,2,4,390000,22/01/2015
20,1286,4,1,1,5,5,3,2,4,380000,20/01/2015
20,1285,2,2,1,4,5,3,4,2,370000,17/01/2015
20,1284,3,5,2,2,4,1,4,4,360000,15/01/2015
20,1283,5,2,5,4,4,1,2,4,350000,13/01/2015
20,1282,1,1,1,2,4,3,5,4,340000,10/01/2015
20,1281,3,1,5,3,2,1,5,1,330000,08/01/2015
20,1280,5,5,2,2,3,1,5,5,320000,06/01/2015
20,1279,5,3,1,1,5,1,1,5,310000,03/01/2015
20,1278,5,1,4,3,2,3,2,5,300000,01/01/2015
20,1277,3,3,2,1,4,3,4,4,350000,30/12/2014
20,1276,1,3,3,2,5,2,1,5,340000,27/12/2014
20,1275,4,5,1,2,5,3,2,2,330000,25/12/2014
20,1274,3,5,1,2,5,1,3,2,320000,23/12/2014
20,1273,2,3,3,1,2,2,4,4,310000,20/12/2014
20,1272,3,4,4,3,3,5,5,2,300000,18/12/2014
20,1271,5,5,4,2,3,5,5,2,340000,16/12/2014
20,1270,4,2,1,5,5,4,3,2,330000,13/12/2014
20,1269,4,5,1,2,3,5,4,4,320000,11/12/2014
20,1268,4,3,3,4,1,3,3,1,310000,09/12/2014
20,1267,1,3,5,5,5,5,2,3,300000,06/12/2014
20,1266,3,1,3,4,2,3,3,1,320000,04/12/2014
20,1265,1,4,2,2,1,4,1,3,310000,02/12/2014
20,1264,2,2,2,3,2,4,2,2,300000,29/11/2014
20,1263,3,2,2,1,1,3,3,4,410000,27/11/2014
20,1262,5,5,1,4,5,1,3,2,400000,25/11/2014
20,1261,2,5,2,4,5,3,5,5,390000,22/11/2014
20,1260,3,4,3,1,4,5,2,3,380000,20/11/2014
20,1259,4,4,3,2,3,4,1,1,370000,18/11/2014
