NPRODUCTO,CONCURSO,F1,F2,F3,F4,F5,F6,F7,F8,BOLSA,FECHA
20,2156,4,4,4,4,5,2,5,2,305000,01/12/2020
20,2155,1,5,4,1,5,4,2,2,304000,28/11/2020
20,2154,3,3,1,1,2,5,1,2,303000,26/11/2020
20,2153,5,3,4,4,1,1,2,5,302000,24/11/2020
20,2152,4,4,3,1,1,3,5,4,301000,21/11/2020
20,2151,1,1,3,4,5,2,2,3,300000,19/11/2020
20,2150,1,5,3,5,3,4,1,3,527000,17/11/2020
20,2149,3,1,4,5,2,2,4,2,470000,14/11/2020
20,2148,4,5,2,4,5,1,4,5,427000,12/11/2020
20,2147,1,5,1,3,5,2,2,3,370000,10/11/2020
20,2146,3,4,3,1,1,2,1,2,320000,07/11/2020
20,2145,3,5,3,3,2,2,2,5,305000,05/11/2020
20,2144,3,5,5,5,2,3,3,3,304000,03/11/2020
20,2143,3,2,5,1,1,2,1,2,303000,31/10/2020
20,2142,4,2,5,4,4,2,4,1,302000,29/10/2020
20,2141,3,2,2,1,2,4,3,1,301000,27/10/2020
20,2140,2,3,1,4,2,2,1,4,300000,24/10/2020
20,2139,3,2,3,5,2,5,1,3,300000,22/10/2020
20,2138,2,4,3,1,1,2,1,5,300000,20/10/2020
20,2137,5,4,1,2,1,5,2,2,300000,17/10/2020
20,2136,1,4,3,3,1,2,3,2,300000,15/10/2020
20,2135,2,5,1,4,5,2,1,3,303000,13/10/2020
20,2134,2,5,3,3,3,4,4,3,302000,10/10/2020
20,2133,4,2,3,2,4,2,2,4,301000,08/10/2020
20,2132,5,3,4,5,2,1,3,2,300000,06/10/2020
20,2131,5,5,2,2,2,1,1,5,305000,03/10/2020
20,2130,2,5,3,2,1,5,2,3,304000,01/10/2020
20,2129,2,1,3,5,5,3,4,4,303000,29/09/2020
20,2128,4,5,2,1,4,3,4,2,302000,26/09/2020
20,2127,1,4,5,4,1,4,1,1,301000,24/09/2020
20,2126,3,3,3,5,1,5,1,2,300000,22/09/2020
20,2125,3,3,5,5,3,1,1,2,600000,19/09/2020
20,2124,1,4,5,2,1,3,4,1,550000,17/09/2020
20,2123,2,1,3,2,4,2,3,1,500000,15/09/2020
20,2122,4,3,4,1,3,1,2,4,450000,12/09/2020
20,2121,2,4,4,1,3,4,5,3,410000,10/09/2020
20,2120,2,3,1,2,5,4,2,2,350000,08/09/2020
20,2119,3,5,3,5,3,5,4,4,315000,05/09/2020
20,2118,3,2,2,3,2,4,3,1,306000,03/09/2020
20,2117,2,5,1,5,3,5,5,1,305000,01/09/2020
20,2116,2,2,3,4,2,1,4,2,304000,29/08/2020
20,2115,1,2,1,5,3,5,4,5,303000,27/08/2020
20,2114,5,3,5,1,1,5,4,2,302000,25/08/2020
20,2113,3,5,5,1,3,3,5,2,301000,22/08/2020
20,2112,3,1,3,3,1,4,2,1,300000,20/08/2020
20,2111,2,4,4,2,1,4,4,5,305000,18/08/2020
20,2110,1,5,1,1,2,1,1,5,304000,15/08/2020
20,2109,5,3,5,2,1,5,5,4,303000,13/08/2020
20,2108,3,3,1,2,2,3,2,3,302000,11/08/2020
20,2107,1,5,1,2,5,5,4,4,301000,08/08/2020
20,2106,2,2,3,3,5,4,1,1,300000,06/08/2020
20,2105,2,5,5,4,5,2,5,4,301000,04/08/2020
20,2104,5,4,5,5,5,5,1,5,300000,01/08/2020
20,2103,5,1,2,1,2,5,2,2,350000,30/07/2020
20,2102,3,1,4,4,1,2,3,1,330000,28/07/2020
20,2101,1,5,3,3,3,1,2,3,307000,25/07/2020
20,2100,5,5,2,3,3,1,4,5,306000,23/07/2020
20,2099,4,1,2,3,1,1,4,1,305000,31/03/2020
20,2098,2,3,3,5,5,2,2,3,304000,28/03/2020
20,2097,3,1,5,5,4,4,1,1,303000,26/03/2020
20,2096,1,5,5,4,3,3,1,2,302000,24/03/2020
20,2095,2,4,4,5,4,5,4,1,301000,21/03/2020
20,2094,5,5,4,5,3,4,3,4,300000,19/03/2020
20,2093,5,2,2,5,5,5,1,3,301000,17/03/2020
20,2092,5,1,4,2,4,1,2,4,300000,14/03/2020
20,2091,4,4,2,1,3,5,4,5,450000,12/03/2020
20,2090,3,5,4,2,3,1,4,3,390000,10/03/2020
20,2089,5,3,2,2,1,5,2,5,340000,07/03/2020
20,2088,5,4,5,5,2,3,2,5,305000,05/03/2020
20,2087,5,3,3,4,4,2,5,4,304000,03/03/2020
20,2086,4,4,4,1,5,4,1,4,303000,29/02/2020
20,2085,2,1,2,5,2,3,2,2,302000,27/02/2020
20,2084,3,2,5,3,5,1,1,2,301000,25/02/2020
20,2083,1,4,3,4,2,5,4,3,300000,22/02/2020
20,2082,3,5,2,3,1,4,3,1,304000,20/02/2020
20,2081,1,2,3,1,1,4,1,4,303000,18/02/2020
20,2080,5,4,3,5,4,2,5,5,302000,15/02/2020
20,2079,2,5,5,5,4,1,5,2,301000,13/02/2020
20,2078,4,5,3,2,1,4,4,1,300000,11/02/2020
20,2077,3,5,5,3,1,5,2,3,390000,08/02/2020
20,2076,4,4,3,5,2,2,4,5,340000,06/02/2020
20,2075,2,3,4,2,2,1,2,2,306000,04/02/2020
20,2074,5,2,1,2,4,4,4,4,305000,01/02/2020
20,2073,2,4,1,5,1,3,2,2,304000,30/01/2020
20,2072,2,3,4,1,3,3,1,4,303000,28/01/2020
20,2071,2,5,1,1,2,2,3,5,302000,25/01/2020
20,2070,5,1,3,4,4,5,5,1,301000,23/01/2020
20,2069,2,2,3,4,5,1,3,2,300000,21/01/2020
20,2068,1,1,1,3,4,3,4,1,400000,18/01/2020
20,2067,5,2,3,3,5,5,1,4,350000,16/01/2020
20,2066,5,2,1,2,3,3,5,3,306000,14/01/2020
20,2065,3,1,4,1,5,3,3,1,305000,11/01/2020
20,2064,5,4,2,2,1,5,5,5,304000,09/01/2020
20,2063,4,5,3,2,4,1,5,1,303000,07/01/2020
20,2062,4,5,2,4,2,1,3,5,302000,04/01/2020
20,2061,1,2,4,3,5,2,2,2,301000,02/01/2020
20,2060,1,4,2,3,1,2,4,1,300000,31/12/2019
20,2059,4,2,2,3,2,3,4,2,720000,28/12/2019
20,2058,4,1,4,4,3,4,3,4,680000,26/12/2019
20,2057,5,1,2,2,2,4,1,5,630000,24/12/2019
20,2056,2,1,4,5,1,4,1,2,580000,21/12/2019
20,2055,3,3,4,2,5,3,4,1,520000,19/12/2019
20,2054,3,4,2,5,2,3,2,5,480000,17/12/2019
20,2053,3,2,2,2,1,1,2,5,440000,14/12/2019
20,2052,3,5,5,2,1,3,4,4,390000,12/12/2019
20,2051,1,3,5,1,2,3,4,4,340000,10/12/2019
20,2050,5,3,1,1,4,3,2,1,306000,07/12/2019
20,2049,1,4,3,1,3,2,3,2,305000,05/12/2019
20,2048,1,2,3,5,4,4,5,5,304000,03/12/2019
20,2047,5,1,1,4,5,5,1,3,303000,30/11/2019
20,2046,5,3,1,4,1,5,5,3,302000,28/11/2019
20,2045,4,1,1,4,3,4,4,2,301000,26/11/2019
20,2044,5,2,3,3,1,2,2,3,300000,23/11/2019
20,2043,5,4,4,1,4,3,5,5,306000,21/11/2019
20,2042,1,2,1,1,1,4,5,2,305000,19/11/2019
20,2041,3,4,1,3,4,2,5,2,304000,16/11/2019
20,2040,2,2,4,3,5,2,4,2,303000,14/11/2019
20,2039,5,5,1,5,1,5,3,4,302000,12/11/2019
20,2038,1,2,3,2,1,3,2,5,301000,09/11/2019
20,2037,4,1,5,1,3,5,4,2,300000,07/11/2019
20,2036,4,5,1,1,3,4,2,5,470000,05/11/2019
20,2035,3,5,3,3,4,4,3,2,430000,02/11/2019
20,2034,5,2,5,1,5,1,5,4,390000,31/10/2019
20,2033,1,4,3,3,2,3,5,3,350000,29/10/2019
20,2032,5,5,2,2,4,3,1,4,320000,26/10/2019
20,2031,2,2,4,2,3,2,1,4,306000,24/10/2019
20,2030,2,5,1,3,4,4,4,5,305000,22/10/2019
20,2029,5,4,4,3,3,1,2,4,304000,19/10/2019
20,2028,4,5,2,2,4,2,3,3,303000,17/10/2019
20,2027,1,3,1,2,3,5,2,3,302000,15/10/2019
20,2026,5,1,5,1,5,4,4,4,301000,12/10/2019
20,2025,2,4,1,2,2,5,3,1,300000,10/10/2019
20,2024,5,2,1,4,1,1,1,5,300000,08/10/2019
20,2023,2,3,3,3,2,4,3,4,302000,05/10/2019
20,2022,3,5,1,5,5,5,3,4,301000,03/10/2019
20,2021,4,1,3,1,2,2,4,2,300000,01/10/2019
20,2020,5,5,1,3,5,5,3,5,979000,28/09/2019
20,2019,3,2,4,3,3,5,1,1,917000,26/09/2019
20,2018,2,4,5,2,5,3,5,5,857000,24/09/2019
20,2017,3,4,3,3,1,4,2,3,800000,21/09/2019
20,2016,2,5,5,3,2,5,5,1,740000,19/09/2019
20,2015,4,2,1,1,4,1,3,4,689000,17/09/2019
20,2014,3,3,1,1,4,3,4,4,635000,14/09/2019
20,2013,3,1,3,3,5,4,1,1,585000,12/09/2019
20,2012,5,1,2,2,1,1,3,3,540000,10/09/2019
20,2011,4,1,4,4,4,4,1,1,495000,07/09/2019
20,2010,3,2,3,1,3,5,2,4,447000,05/09/2019
20,2009,5,3,3,1,4,1,1,4,399000,03/09/2019
20,2008,1,2,5,5,3,1,2,1,358000,31/08/2019
20,2007,4,4,4,1,5,4,1,3,315000,29/08/2019
20,2006,2,3,4,5,5,4,4,2,306000,27/08/2019
20,2005,5,4,2,5,4,1,4,4,305000,24/08/2019
20,2004,4,4,2,4,2,5,2,4,304000,22/08/2019
20,2003,2,5,4,4,2,5,2,2,303000,20/08/2019
20,2002,2,2,5,2,5,4,1,1,302000,17/08/2019
20,2001,4,4,5,5,2,2,1,4,301000,15/08/2019
20,2000,2,2,5,3,5,2,5,2,300000,13/08/2019
20,1999,3,4,4,1,1,5,1,1,303000,10/08/2019
20,1998,5,2,2,2,5,1,4,3,302000,08/08/2019
20,1997,1,2,2,4,3,5,5,3,301000,06/08/2019
20,1996,3,4,3,4,4,3,1,2,300000,03/08/2019
20,1995,2,4,2,4,3,2,1,5,447000,01/08/2019
20,1994,2,5,5,1,5,2,5,1,405000,30/07/2019
20,1993,2,4,3,5,5,1,2,4,365000,27/07/2019
20,1992,2,5,2,2,4,5,5,3,326000,25/07/2019
20,1991,3,4,2,3,5,2,3,4,306000,23/07/2019
20,1990,4,3,2,4,1,3,4,3,305000,20/07/2019
20,1989,1,4,1,4,4,5,3,4,304000,18/07/2019
20,1988,4,1,4,3,1,1,3,2,303000,16/07/2019
20,1987,2,5,4,1,3,1,2,3,302000,13/07/2019
20,1986,2,2,2,4,3,1,5,3,301000,11/07/2019
20,1985,3,1,1,3,4,3,4,1,300000,09/07/2019
20,1984,4,1,2,3,4,5,5,1,303000,06/07/2019
20,1983,4,1,2,4,5,4,4,4,302000,04/07/2019
20,1982,3,3,5,1,3,4,3,4,301000,02/07/2019
20,1981,3,1,5,4,3,1,2,2,300000,29/06/2019
20,1980,1,4,3,5,2,2,4,1,300000,27/06/2019
20,1979,4,3,5,1,5,4,3,3,673000,25/06/2019
20,1978,1,2,4,3,5,4,5,2,623000,22/06/2019
20,1977,2,3,3,5,4,1,5,3,573000,20/06/2019
20,1976,2,1,4,3,3,3,3,2,530000,18/06/2019
20,1975,2,4,2,3,3,3,5,1,485000,15/06/2019
20,1974,3,1,5,3,1,5,5,1,440000,13/06/2019
20,1973,5,2,3,5,4,5,2,1,400000,11/06/2019
20,1972,1,4,1,2,3,2,2,2,363000,08/06/2019
20,1971,2,5,4,4,4,1,3,1,319000,06/06/2019
20,1970,3,5,2,3,4,3,1,1,306000,04/06/2019
20,1969,5,2,5,2,3,3,2,4,305000,01/06/2019
20,1968,5,2,2,2,5,4,5,2,304000,30/05/2019
20,1967,2,1,5,2,4,1,2,4,303000,28/05/2019
20,1966,3,4,4,3,4,1,4,2,302000,25/05/2019
20,1965,1,1,3,1,4,1,2,2,301000,23/05/2019
20,1964,1,1,4,2,1,1,2,4,300000,21/05/2019
20,1963,3,3,2,4,2,5,2,5,304000,18/05/2019
20,1962,3,4,1,1,4,1,5,5,303000,16/05/2019
20,1961,2,2,2,4,2,3,5,3,302000,14/05/2019
20,1960,2,2,3,3,4,5,5,1,301000,11/05/2019
20,1959,2,3,3,3,4,3,1,2,300000,09/05/2019
20,1958,4,1,4,3,1,4,4,3,570000,07/05/2019
20,1957,1,2,3,5,2,3,1,5,527000,04/05/2019
20,1956,1,1,5,4,4,2,5,2,473000,02/05/2019
20,1955,5,1,3,3,2,2,5,3,427000,30/04/2019
20,1954,3,2,4,3,4,3,1,4,387000,27/04/2019
20,1953,2,3,3,3,1,3,4,4,345000,25/04/2019
20,1952,4,5,5,5,4,5,3,2,307000,23/04/2019
20,1951,4,4,4,5,3,2,5,2,306000,20/04/2019
20,1950,5,3,3,3,4,5,2,1,305000,18/04/2019
20,1949,2,3,1,2,5,1,2,4,304000,16/04/2019
20,1948,4,4,4,2,4,2,5,1,303000,13/04/2019
20,1947,1,2,5,4,3,4,4,2,302000,11/04/2019
20,1946,3,4,1,4,2,2,2,5,301000,09/04/2019
20,1945,3,4,2,4,4,4,4,2,300000,06/04/2019
20,1944,1,3,1,2,1,2,5,2,409000,04/04/2019
20,1943,2,2,4,5,3,3,3,4,360000,02/04/2019
20,1942,5,3,3,4,4,5,4,3,320000,30/03/2019
20,1941,1,2,3,2,5,2,2,3,306000,28/03/2019
20,1940,5,2,4,1,3,4,1,4,305000,26/03/2019
20,1939,4,4,5,1,5,5,5,4,304000,23/03/2019
20,1938,2,1,5,1,2,4,3,2,303000,21/03/2019
20,1937,3,3,5,2,1,3,4,2,302000,19/03/2019
20,1936,3,3,2,4,2,2,1,3,301000,16/03/2019
20,1935,1,1,4,4,4,3,5,3,300000,14/03/2019
20,1934,5,5,5,4,1,5,2,1,376000,12/03/2019
20,1933,3,1,2,2,3,3,1,4,337000,09/03/2019
20,1932,2,2,5,5,2,3,4,3,306000,07/03/2019
20,1931,4,4,2,2,3,2,1,1,305000,05/03/2019
20,1930,3,2,2,2,1,4,4,4,304000,02/03/2019
20,1929,5,1,1,1,2,2,5,4,303000,28/02/2019
20,1928,5,4,2,3,5,3,2,1,302000,26/02/2019
20,1927,4,1,2,1,5,5,2,3,301000,23/02/2019
20,1926,1,1,4,1,5,2,5,5,300000,21/02/2019
20,1925,2,4,2,4,2,1,1,1,300000,19/02/2019
20,1924,2,1,3,5,5,2,5,4,389000,16/02/2019
20,1923,5,4,5,3,2,3,4,5,345000,14/02/2019
20,1922,5,4,4,4,1,2,5,4,306000,12/02/2019
20,1921,5,1,3,4,5,5,2,2,305000,09/02/2019
20,1920,4,5,4,1,3,5,1,5,304000,07/02/2019
20,1919,5,2,1,3,3,3,3,5,303000,05/02/2019
20,1918,1,1,2,5,4,3,1,2,302000,02/02/2019
20,1917,4,5,3,2,5,2,2,3,301000,31/01/2019
20,1916,5,1,3,1,3,3,5,5,300000,29/01/2019
20,1915,5,4,2,1,2,5,1,2,400000,26/01/2019
20,1914,2,1,5,2,2,3,2,3,350000,24/01/2019
20,1913,1,5,1,4,4,5,1,2,309000,22/01/2019
20,1912,1,3,1,2,4,5,5,3,305000,19/01/2019
20,1911,5,1,5,5,5,5,1,1,304000,17/01/2019
20,1910,4,5,1,5,1,3,2,2,303000,15/01/2019
20,1909,4,3,5,2,2,5,3,1,302000,12/01/2019
20,1908,4,5,4,5,3,1,2,1,301000,10/01/2019
20,1907,4,2,2,1,3,2,4,1,300000,08/01/2019
20,1906,1,2,4,1,2,5,4,3,301000,05/01/2019
20,1905,2,1,5,3,3,4,5,1,300000,03/01/2019
20,1904,1,5,2,2,1,4,5,2,300000,01/01/2019
20,1903,3,4,5,2,4,5,3,2,306000,29/12/2018
20,1902,5,3,2,1,3,3,3,5,305000,27/12/2018
20,1901,5,5,5,4,2,2,3,1,304000,25/12/2018
20,1900,1,5,5,5,4,4,4,2,303000,22/12/2018
20,1899,5,3,2,4,4,2,5,3,302000,20/12/2018
20,1898,2,1,1,1,4,4,3,2,301000,18/12/2018
20,1897,5,2,5,1,3,1,2,4,300000,15/12/2018
20,1896,1,2,1,2,1,2,2,5,303000,13/12/2018
20,1895,1,1,2,4,3,2,1,2,302000,11/12/2018
20,1894,5,2,1,2,1,3,2,5,301000,08/12/2018
20,1893,2,2,1,1,5,3,5,3,300000,06/12/2018
20,1892,5,2,5,2,3,1,2,1,749000,04/12/2018
20,1891,4,1,4,1,3,3,2,1,700000,01/12/2018
20,1890,4,2,4,3,5,2,1,4,647000,29/11/2018
20,1889,2,1,4,3,5,5,1,2,590000,27/11/2018
20,1888,2,2,1,1,1,1,1,5,540000,24/11/2018
20,1887,5,2,3,5,3,2,1,4,500000,22/11/2018
20,1886,4,2,1,5,4,5,4,3,447000,20/11/2018
20,1885,5,2,2,2,5,2,4,2,400000,17/11/2018
20,1884,2,2,3,2,5,3,4,3,357000,15/11/2018
20,1883,1,1,4,4,1,3,5,3,309000,13/11/2018
20,1882,1,1,4,4,3,3,2,1,305000,10/11/2018
20,1881,4,4,4,5,2,1,5,4,304000,08/11/2018
20,1880,1,5,4,2,4,4,4,1,303000,06/11/2018
20,1879,2,2,5,5,3,1,4,1,302000,03/11/2018
20,1878,5,5,1,4,3,4,5,4,301000,01/11/2018
20,1877,4,5,5,2,1,1,2,1,300000,30/10/2018
20,1876,5,3,3,5,3,4,2,4,300000,27/10/2018
20,1875,5,2,2,1,5,2,4,4,1579000,25/10/2018
20,1874,4,5,4,5,3,5,3,4,1500000,23/10/2018
20,1873,5,3,4,1,1,3,1,3,1430000,20/10/2018
20,1872,1,4,5,3,3,2,2,4,1350000,18/10/2018
20,1871,3,4,4,5,4,3,5,1,1260000,16/10/2018
20,1870,1,1,4,1,2,4,5,2,1180000,13/10/2018
20,1869,5,4,4,1,1,3,5,4,1117000,11/10/2018
20,1868,2,1,3,5,4,2,5,3,1047000,09/10/2018
20,1867,3,2,5,3,3,3,3,5,1000000,06/10/2018
20,1866,1,3,2,3,3,5,3,2,920000,04/10/2018
20,1865,5,4,2,4,5,1,1,1,860000,02/10/2018
20,1864,1,1,4,4,5,2,3,1,805000,29/09/2018
20,1863,4,2,3,3,2,3,1,4,759000,27/09/2018
20,1862,2,5,2,2,2,3,5,3,707000,25/09/2018
20,1861,3,2,1,1,4,5,1,2,660000,22/09/2018
20,1860,3,1,5,1,4,1,2,2,619000,20/09/2018
20,1859,2,1,5,1,5,4,2,1,575000,18/09/2018
20,1858,5,4,5,1,3,4,5,1,527000,15/09/2018
20,1857,2,2,4,3,3,2,1,5,487000,13/09/2018
20,1856,1,4,1,5,2,2,5,1,439000,11/09/2018
20,1855,5,5,5,4,3,2,2,1,400000,08/09/2018
20,1854,3,1,4,5,3,3,5,1,357000,06/09/2018
20,1853,5,4,3,2,2,3,3,2,310000,04/09/2018
20,1852,3,3,2,2,3,2,1,2,306000,01/09/2018
20,1851,2,5,2,2,4,2,4,1,305000,30/08/2018
20,1850,2,1,3,1,3,3,2,1,304000,28/08/2018
20,1849,4,4,4,5,1,1,4,4,303000,25/08/2018
20,1848,2,1,1,3,1,5,4,3,302000,23/08/2018
20,1847,1,3,1,2,2,4,3,1,301000,21/08/2018
20,1846,3,2,5,1,2,4,1,2,300000,18/08/2018
20,1845,2,2,1,5,2,2,2,3,805000,16/08/2018
20,1844,3,2,4,4,3,3,4,5,757000,14/08/2018
20,1843,4,4,5,5,1,5,1,5,709000,11/08/2018
20,1842,3,2,3,2,1,2,2,4,659000,09/08/2018
20,1841,2,4,3,2,3,2,1,1,608000,07/08/2018
20,1840,5,4,4,4,5,5,1,3,560000,04/08/2018
20,1839,3,1,5,3,4,4,3,1,510000,02/08/2018
20,1838,3,5,4,2,5,4,4,1,467000,31/07/2018
20,1837,2,5,2,3,2,2,4,2,425000,28/07/2018
20,1836,1,3,3,2,2,1,4,3,390000,26/07/2018
20,1835,5,3,3,5,1,3,1,3,350000,24/07/2018
20,1834,4,3,4,3,4,4,3,5,313000,21/07/2018
20,1833,2,3,2,5,1,5,3,1,306000,19/07/2018
20,1832,5,4,1,1,4,1,4,2,305000,17/07/2018
20,1831,2,4,2,1,4,1,2,5,304000,14/07/2018
20,1830,4,4,5,1,3,1,3,1,303000,12/07/2018
20,1829,3,2,3,4,5,1,4,4,302000,10/07/2018
20,1828,4,3,1,4,5,4,1,2,301000,07/07/2018
20,1827,4,2,2,3,4,4,4,5,300000,05/07/2018
20,1826,5,3,2,2,2,5,2,1,303000,03/07/2018
20,1825,1,5,4,4,1,2,1,2,302000,30/06/2018
20,1824,3,4,5,4,2,4,1,1,301000,28/06/2018
20,1823,3,4,1,1,2,4,2,1,300000,26/06/2018
20,1822,4,2,5,3,5,3,4,2,867000,23/06/2018
20,1821,5,3,5,3,2,4,3,4,819000,21/06/2018
20,1820,3,5,5,4,1,3,4,3,769000,19/06/2018
20,1819,2,4,5,3,4,2,2,3,717000,16/06/2018
20,1818,3,3,2,1,3,5,3,1,670000,14/06/2018
20,1817,4,5,2,2,1,4,3,5,627000,12/06/2018
20,1816,3,3,5,4,3,4,1,1,589000,09/06/2018
20,1815,5,1,1,1,1,4,1,2,539000,07/06/2018
20,1814,1,2,1,1,1,3,2,3,497000,05/06/2018
20,1813,4,4,1,2,1,2,1,2,450000,02/06/2018
20,1812,2,5,5,3,4,5,3,1,409000,31/05/2018
20,1811,2,2,1,3,1,3,2,4,369000,29/05/2018
20,1810,5,1,5,4,3,5,2,1,335000,26/05/2018
20,1809,2,3,4,2,5,5,1,3,307000,24/05/2018
20,1808,2,2,3,5,4,1,1,3,306000,22/05/2018
20,1807,3,1,5,1,5,5,4,4,305000,19/05/2018
20,1806,2,3,3,5,4,1,4,2,304000,17/05/2018
20,1805,1,2,5,5,1,1,1,2,303000,15/05/2018
20,1804,1,3,4,2,3,4,1,2,302000,12/05/2018
20,1803,1,4,5,5,1,5,3,5,301000,10/05/2018
20,1802,1,4,1,1,1,2,1,1,300000,08/05/2018
20,1801,3,3,1,1,3,3,1,5,301000,05/05/2018
20,1800,5,2,4,1,3,3,3,3,300000,03/05/2018
20,1799,4,4,2,3,1,2,5,3,305000,01/05/2018
20,1798,3,2,5,3,5,1,2,4,304000,28/04/2018
20,1797,3,2,2,3,2,5,5,5,303000,26/04/2018
20,1796,2,4,5,3,3,4,3,4,302000,24/04/2018
20,1795,1,4,4,3,5,2,3,2,301000,21/04/2018
20,1794,4,5,1,2,5,5,4,3,300000,19/04/2018
20,1793,2,3,4,2,5,4,1,4,302000,17/04/2018
20,1792,5,5,1,3,1,5,3,2,301000,14/04/2018
20,1791,4,2,2,4,5,5,2,4,300000,12/04/2018
20,1790,3,5,1,5,5,1,4,1,307000,10/04/2018
20,1789,5,2,2,1,2,5,5,2,306000,07/04/2018
20,1788,1,5,5,2,1,3,3,3,305000,05/04/2018
20,1787,5,2,1,3,3,4,5,3,304000,03/04/2018
20,1786,4,1,5,3,2,2,4,5,303000,31/03/2018
20,1785,3,5,1,4,4,5,4,3,302000,29/03/2018
20,1784,4,5,3,3,4,3,4,4,301000,27/03/2018
20,1783,2,3,4,2,1,3,4,1,300000,24/03/2018
20,1782,3,1,2,3,2,4,4,2,302000,22/03/2018
20,1781,2,1,3,1,1,4,4,2,301000,20/03/2018
20,1780,5,2,2,5,3,1,5,1,300000,17/03/2018
20,1779,4,1,4,3,3,5,1,4,619000,15/03/2018
20,1778,2,1,4,3,4,2,5,4,570000,13/03/2018
20,1777,4,2,5,2,4,1,4,1,520000,10/03/2018
20,1776,2,4,5,2,3,5,4,2,480000,08/03/2018
20,1775,4,3,4,4,3,4,4,1,440000,06/03/2018
20,1774,3,5,5,3,5,3,1,1,400000,03/03/2018
20,1773,3,4,3,4,3,4,3,4,350000,01/03/2018
20,1772,2,2,1,5,1,1,2,4,310000,27/02/2018
20,1771,1,2,2,1,5,1,4,3,306000,24/02/2018
20,1770,1,5,4,3,2,5,3,4,305000,22/02/2018
20,1769,5,1,4,4,1,1,4,2,304000,20/02/2018
20,1768,2,4,1,2,5,5,2,5,303000,17/02/2018
20,1767,4,4,1,4,3,4,4,4,302000,15/02/2018
20,1766,5,1,1,3,3,2,5,3,301000,13/02/2018
20,1765,4,5,4,5,3,1,3,1,300000,10/02/2018
20,1764,3,4,3,1,2,3,1,1,301000,08/02/2018
20,1763,1,3,2,5,3,3,4,2,300000,06/02/2018
20,1762,4,1,2,1,2,5,1,4,303000,03/02/2018
20,1761,3,4,5,2,3,2,5,4,302000,01/02/2018
20,1760,3,5,5,4,4,5,2,5,301000,30/01/2018
20,1759,3,5,1,4,2,5,3,1,300000,27/01/2018
20,1758,1,3,3,5,5,4,5,2,303000,25/01/2018
20,1757,5,4,2,2,5,1,2,4,302000,23/01/2018
20,1756,5,1,2,5,3,1,4,2,301000,20/01/2018
20,1755,1,1,4,2,2,1,3,2,300000,18/01/2018
20,1754,3,2,4,4,3,5,5,5,1160000,16/01/2018
20,1753,3,4,4,1,2,3,4,5,1100000,13/01/2018
20,1752,2,1,1,4,1,1,2,3,1030000,11/01/2018
20,1751,3,4,4,2,2,3,5,1,950000,09/01/2018
20,1750,1,4,2,3,4,3,1,1,900000,06/01/2018
20,1749,2,1,2,1,2,5,5,4,849000,04/01/2018
20,1748,1,4,5,2,5,1,3,3,790000,02/01/2018
20,1747,5,2,2,4,3,5,5,3,730000,30/12/2017
20,1746,4,4,3,3,4,3,3,2,690000,28/12/2017
20,1745,1,2,1,1,3,1,3,1,650000,26/12/2017
20,1744,3,3,5,5,2,4,2,3,607000,23/12/2017
20,1743,4,3,1,4,1,1,3,4,559000,21/12/2017
20,1742,1,3,4,3,4,3,1,5,509000,19/12/2017
20,1741,4,5,1,1,2,4,3,5,470000,16/12/2017
20,1740,2,5,2,4,5,2,5,2,420000,14/12/2017
20,1739,5,1,2,1,1,5,2,3,380000,12/12/2017
20,1738,4,1,4,5,5,3,4,4,350000,09/12/2017
20,1737,2,1,1,1,3,4,4,3,307000,07/12/2017
20,1736,4,4,2,5,4,2,5,5,306000,05/12/2017
20,1735,2,4,5,5,4,1,5,4,305000,02/12/2017
20,1734,3,1,1,2,4,4,5,4,304000,30/11/2017
20,1733,3,1,3,2,5,2,4,2,303000,28/11/2017
20,1732,4,3,1,5,3,5,3,5,302000,25/11/2017
20,1731,1,2,3,2,2,4,5,2,301000,23/11/2017
20,1730,3,1,5,2,4,5,1,3,300000,21/11/2017
20,1729,4,2,1,2,4,3,2,4,630000,18/11/2017
20,1728,1,1,2,4,5,4,1,4,580000,16/11/2017
20,1727,4,5,1,1,5,2,3,2,540000,14/11/2017
20,1726,2,1,3,2,4,2,4,3,500000,11/11/2017
20,1725,3,1,3,5,1,1,2,5,450000,09/11/2017
20,1724,1,3,4,4,4,1,3,4,420000,07/11/2017
20,1723,1,1,2,3,3,1,1,1,380000,04/11/2017
20,1722,1,3,1,1,4,5,3,4,350000,02/11/2017
20,1721,5,1,5,4,4,1,1,3,310000,31/10/2017
20,1720,1,3,3,3,3,5,3,1,307000,28/10/2017
20,1719,3,4,3,5,4,5,5,2,306000,26/10/2017
20,1718,1,1,2,4,1,3,1,1,305000,24/10/2017
20,1717,1,3,2,3,5,2,3,3,304000,21/10/2017
20,1716,2,3,1,4,5,4,3,4,303000,19/10/2017
20,1715,4,3,3,3,2,2,2,1,302000,17/10/2017
20,1714,3,4,4,1,2,5,5,1,301000,14/10/2017
20,1713,3,5,1,3,2,2,5,5,300000,12/10/2017
20,1712,2,5,1,4,2,3,2,1,305000,10/10/2017
20,1711,2,4,2,2,3,5,3,3,304000,07/10/2017
20,1710,1,1,1,3,1,4,5,3,303000,05/10/2017
20,1709,3,1,4,5,2,4,4,5,302000,03/10/2017
20,1708,1,5,3,2,2,2,5,5,301000,30/09/2017
